序号,报警代码(ErrorCode),报警ID(MessageID),分类(Category),中文报警信息(Message),英文报警信息(MessageEn/MessageIDHex),严重级别(Severity),排故指导(Solution),图片路径(ImagePath),所在文件
140,PROC_WS2P_MOT_003,50139,流程异常/运动,工位2拉料-拉出至检测位失败（运动被中断）,WS2 Pull: Pull to Check Failed,2,1. 检查Y轴伺服驱动器是否报警;\n2. 检查是否触发卡料或掉料防呆;\n3. 手动确认Y轴运动是否顺畅;\n4. 复位后将重试拉出;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
141,PROC_WS2P_MOT_004,50140,流程异常/运动,工位2拉料-推回至料盒失败（运动被中断）,WS2 Pull: push back fail,2,1. 检查Y轴伺服驱动器是否报警;\n2. 检查是否触发防呆拦截;\n3. 确认Y轴无卡阻;\n4. 复位后将重试推回;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
142,PROC_WS2P_ACT_002,50141,流程异常/执行器,工位2拉料-打开夹爪失败,WS2 Pull: Open Gripper Failed,2,1. 检查气源压力;\n2. 检查夹爪张开传感器信号;\n3. 手动操作夹爪确认动作;\n4. 复位后将重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
143,PROC_WS2P_MOT_005,50142,流程异常/运动,工位2拉料-Y轴退回待机位失败,WS2 Pull: Y-Axis Return Home Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后将重试退回;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
144,PROC_WS2P_MAT_002,50143,流程异常/物料,工位2拉料-退回安全位后夹爪仍检测到带料,WS2 Pull: Material Still in Gripper,2,1. 人工排查夹爪是否粘连带料;\n2. 小心取下残留物料;\n3. 检查夹爪内传感器;\n4. 确认无料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
145,PROC_WS2P_MOT_006,50144,流程异常/运动,工位2拉料-初始化拉料流程失败（Y轴运动到待机位失败）,WS2 Pull: Init Sequence Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
146,PROC_WS2P_MAT_003,50145,流程异常/物料,工位2拉料-轨道有物料，无法执行尺寸切换,"WS2 Pull: track busy, no switch",2,1. 清除轨道上的残留物料;\n2. 确认轨道无料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
147,PROC_WS2P_ACT_003,50146,流程异常/执行器,工位2拉料-尺寸切换气缸IO操作失败,WS2 Pull: Size Cylinder IO Failed,2,1. 检查IO模块输出信号;\n2. 确认电磁阀接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
148,PROC_WS2P_ACT_004,50147,流程异常/执行器,工位2拉料-尺寸切换气缸动作超时,WS2 Pull: Size Cylinder Timeout,2,1. 检查气源压力是否正常;\n2. 确认磁性开关信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
149,PROC_WS2P_ACT_005,50148,流程异常/执行器,工位2拉料-夹爪张开气缸操作失败,WS2 Pull: Gripper Open Cyl Failed,2,1. 检查IO模块输出信号;\n2. 确认气缸接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
150,PROC_WS2P_ACT_006,50149,流程异常/执行器,工位2拉料-夹爪张开超时，未感应到张开信号,WS2 Pull: Gripper Open Timeout,2,1. 检查气源压力;\n2. 确认气缸张开传感器信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
151,PROC_WS2P_ACT_007,50150,流程异常/执行器,工位2拉料-夹爪闭合气缸操作失败,WS2 Pull: Gripper Close Cyl Failed,2,1. 检查IO模块输出信号;\n2. 确认气缸接线;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
152,PROC_WS2P_ACT_008,50151,流程异常/执行器,工位2拉料-夹爪闭合超时，未感应到闭合信号,WS2 Pull: Gripper Close Timeout,2,1. 检查气源压力;\n2. 确认气缸闭合传感器信号;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
153,PROC_WS2P_SEN_001,50152,流程异常/传感器,工位2拉料-夹爪闭合后未检测到铁环（空夹）,WS2 Pull: No Ring Detected (Empty),2,1. 确认上料工站已将物料正确推送至拉料位;\n2. 确认晶圆铁环是否在正确位置;\n3. 检查铁环检测传感器;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
154,PROC_WS2P_MOT_007,50153,流程异常/运动,工位2拉料-移动到待机位失败,WS2 Pull: move to standby pos fail,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
155,PROC_WS2P_SEN_002,50154,流程异常/传感器,工位2拉料-待机位检测到残留物料,WS2 Pull: residue at standby,2,1. 人工确认夹爪内是否有残留物料;\n2. 清除残留物料后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
156,PROC_WS2P_MOT_008,50155,流程异常/运动,工位2拉料-移动到待机位失败（强制复位）,WS2 Pull: standby move fail (RST),2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
157,PROC_WS2P_MOT_009,50156,流程异常/运动,工位2拉料-移动到取出安全位置失败,WS2 Pull: Move to Safe Pos Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
158,PROC_WS2P_SEN_003,50157,流程异常/传感器,工位2拉料-卸料后夹爪物料粘连未脱落,WS2 Pull: Gripper Material Sticking,2,1. 人工排查夹爪是否粘连带料;\n2. 小心取下残留物料;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
159,PROC_WS2P_SEN_004,50158,流程异常/传感器,工位2拉料-8寸晶圆放反,"WS2 Pull: 8\"" Wafer Placed Reversed",2,1. 取出料盒检查晶圆放置方向;\n2. 确认防反传感器信号正常;\n3. 正确放置后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
160,PROC_WS2P_SEN_005,50159,流程异常/传感器,工位2拉料-12寸晶圆放反,"WS2 Pull: 12\"" Wafer Reversed",2,1. 取出料盒检查晶圆放置方向;\n2. 确认防反传感器信号正常;\n3. 正确放置后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
161,PROC_WS2P_MOT_010,50160,流程异常/运动,工位2拉料-移动到取料位置失败,WS2 Pull: Move to Pick Pos Failed,2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
162,PROC_WS2P_MOT_011,50161,流程异常/运动,工位2拉料-拉出运动触发失败,WS2 Pull: Pull Motion Trigger Fail,2,1. 检查Y轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
163,PROC_WS2P_MOT_012,50162,流程异常/运动,工位2拉料-拉出过程卡料报警，已紧急停止,"WS2 Pull: pull jam, E-stop on",3,1. 人工检查是否有物料卡阻;\n2. 确认轨道无异物;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
164,PROC_WS2P_MOT_013,50163,流程异常/运动,工位2拉料-拉出过程丢料报警，已紧急停止,"WS2 Pull: pull drop, E-stop on",3,1. 人工检查物料是否脱落;\n2. 小心回收脱落的物料;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
165,PROC_WS2P_MOT_014,50164,流程异常/运动,工位2拉料-Y轴拉出运动超时,WS2 Pull: Y pull motion timeout,2,1. 检查Y轴是否卡在中途;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
166,PROC_WS2P_MOT_015,50165,流程异常/运动,工位2拉料-送入运动触发失败,WS2 Pull: Feed Motion Trigger Fail,2,1. 检查Y轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
167,PROC_WS2P_MOT_016,50166,流程异常/运动,工位2拉料-送入过程卡料报警，已紧急刹停,"WS2 Pull: feed jam, E-stop on",3,1. 人工检查是否有物料卡阻;\n2. 确认轨道无异物;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
168,PROC_WS2P_MOT_017,50167,流程异常/运动,工位2拉料-送入过程丢料报警，已紧急刹停,"WS2 Pull: feed drop, E-stop on",3,1. 人工检查物料是否脱落;\n2. 小心回收脱落的物料;\n3. 处理后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
169,PROC_WS2P_MOT_018,50168,流程异常/运动,工位2拉料-送入运动超时,WS2 Pull: Feed Motion Timeout,2,1. 检查Y轴是否卡在中途;\n2. 手动点动Y轴确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
170,PROC_WS2P_CAM_001,50169,流程异常/相机,工位2拉料-扫码失败或校验不合法,WS2 Pull: Scan or Verify Failed,2,1. 检查扫码枪连接;\n2. 确认光源亮度;\n3. 清洁扫码枪镜头;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/夹爪-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
171,PROC_DET_SIG_001,50170,流程异常/信号,OCR检测-等待工位检测信号任务池异常中断,OCR: Task Pool Abnormal Interrupt,2,1. 检查上游拉料工站信号是否正常发出;\n2. 确认工站间同步配置是否正确;\n3. 查看关联工站报警信息;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
172,PROC_DET_MOT_001,50171,流程异常/运动,OCR检测-龙门模组移动到检测位置失败,OCR: gantry inspect pos move fail,2,1. 检查龙门X/Y/Z轴是否报警;\n2. 确认配方中目标坐标是否正确;\n3. 手动点动确认龙门运动;\n4. 复位后重试定位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
173,PROC_DET_CAM_001,50172,流程异常/相机,OCR检测-相机握手失败（光源或相机掉线）,OCR: Cam Handshake Fail (Light/Cam),2,1. 检查相机连接状态;\n2. 检查光源控制器通讯状态;\n3. 确认相机触发参数配置正确;\n4. 手动触发相机确认功能;\n5. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
174,PROC_DET_MOT_002,50173,流程异常/运动,OCR检测-相机Z轴无法抬起避位（紧急锁死防撞）,OCR: Z-Axis Lift Fail (Crash Lock),2,1. 检查Z轴伺服是否报警;\n2. 手动点动Z轴确认是否能抬起;\n3. 确认无机械干涉;\n4. 复位后重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
175,PROC_DET_DATA_001,50174,流程异常/数据,OCR检测-检测数据写入失败,OCR: Data Write Failed,2,1. 检查数据库连接与磁盘空间;\n2. 查看日志中具体写入错误信息;\n3. 尝试重启数据服务后复位;\n4. 联系维护人员检查数据库;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
176,PROC_DET_MOT_003,50175,流程异常/运动,OCR检测-移动到待机位失败（Z轴或XY轴运动失败）,OCR: Move Standby Fail (Z/XY Axis),2,1. 检查XYZ轴伺服是否报警;\n2. 手动点动确认各轴运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
177,PROC_DET_MOT_004,50176,流程异常/运动,OCR检测-Z轴移动到安全位置失败,OCR: Z-Axis Move to Safe Pos Fail,2,1. 检查Z轴伺服是否报警;\n2. 手动点动Z轴确认运动正常;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
178,PROC_DET_DATA_002,50177,流程异常/数据,OCR检测-工位1配方为空，无法获取目标坐标,"OCR: WS1 Recipe Empty, No Coords",2,1. 确认工位1配方已正确下发;\n2. 检查配方参数是否完整;\n3. 重新下发配方后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
179,PROC_DET_MOT_005,50178,流程异常/运动,OCR检测-移动到工位1轴运动触发失败,OCR: WS1 Axis Trigger Fail,2,1. 检查XYZ轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
180,PROC_DET_CAM_002,50179,流程异常/相机,OCR检测-切换到工位1的OCR配方失败,OCR: Switch to WS1 Recipe Fail,2,1. 检查相机通讯连接;\n2. 确认配方名称是否正确;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
181,PROC_DET_MOT_006,50180,流程异常/运动,OCR检测-移动到工位1 XYZ轴运动超时,OCR: WS1 XYZ Axis Motion Timeout,2,1. 检查各轴是否卡在中途;\n2. 手动点动确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
182,PROC_DET_DATA_003,50181,流程异常/数据,OCR检测-工位2配方为空，无法获取目标坐标,"OCR: WS2 Recipe Empty, No Coords",2,1. 确认工位2配方已正确下发;\n2. 检查配方参数是否完整;\n3. 重新下发配方后复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
183,PROC_DET_MOT_007,50182,流程异常/运动,OCR检测-移动到工位2轴运动触发失败,OCR: WS2 Axis Trigger Fail,2,1. 检查XYZ轴伺服是否报警;\n2. 确认运动控制卡连接;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
184,PROC_DET_CAM_003,50183,流程异常/相机,OCR检测-切换到工位2的OCR配方失败,OCR: Switch to WS2 Recipe Fail,2,1. 检查相机通讯连接;\n2. 确认配方名称是否正确;\n3. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
185,PROC_DET_MOT_008,50184,流程异常/运动,OCR检测-移动到工位2 XYZ轴运动超时,OCR: WS2 XYZ Axis Motion Timeout,2,1. 检查各轴是否卡在中途;\n2. 手动点动确认运动正常;\n3. 检查运动参数;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
186,PROC_DET_CAM_004,50185,流程异常/相机,OCR检测-相机拍照触发失败或通讯异常,OCR: Cam Trigger Fail / Comm Error,2,1. 检查相机连接状态;\n2. 确认相机触发参数;\n3. 手动触发相机确认功能;\n4. 复位后重新运行;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
187,PROC_DET_MOT_009,50186,流程异常/初始化,OCR检测-初始化Z轴回零失败,OCR: Z-Axis Homing Fail (Init),2,1. 检查Z轴伺服是否报警;\n2. 手动点动Z轴确认运动正常;\n3. 确认Z轴原点传感器信号;\n4. 复位后重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
188,PROC_DET_MOT_010,50187,流程异常/初始化,OCR检测-初始化X轴回零失败,OCR: X-Axis Homing Fail (Init),2,1. 检查X轴伺服是否报警;\n2. 手动点动X轴确认运动正常;\n3. 确认X轴原点传感器信号;\n4. 复位后重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
189,PROC_DET_MOT_011,50188,流程异常/初始化,OCR检测-初始化Y轴回零失败,OCR: Y-Axis Homing Fail (Init),2,1. 检查Y轴伺服是否报警;\n2. 手动点动Y轴确认运动正常;\n3. 确认Y轴原点传感器信号;\n4. 复位后重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
190,PROC_DET_INIT_001,50189,流程异常/初始化,OCR检测-初始化异常,OCR: Initialization Abnormal,2,1. 查看日志中具体异常信息;\n2. 根据异常详情排查对应硬件或配置;\n3. 复位后重新初始化;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/视觉龙门-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
191,PROC_DATA_MES_001,50190,流程异常/数据,数据模组-MES查询失败,Data: MES Query Failed,2,1. 检查MES服务器连接状态;\n2. 确认网络配置正确;\n3. 检查MES接口参数;\n4. 联系MES维护人员;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
192,PROC_DATA_REC_001,50191,流程异常/数据,数据模组-配方更新失败,Data: Recipe Update Failed,2,1. 检查配方数据格式;\n2. 确认配方版本兼容性;\n3. 检查存储空间;\n4. 重新下发配方;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
193,PROC_DATA_OCR_001,50192,流程异常/数据,数据模组-OCR校验失败,Data: OCR Verification Failed,2,1. 检查OCR识别结果;\n2. 确认校验规则配置;\n3. 调整OCR参数后重试;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
194,PROC_DATA_DB_001,50193,流程异常/数据,数据模组-数据持久化失败,Data: Persistence Failed,2,1. 检查数据库连接;\n2. 确认磁盘空间充足;\n3. 检查文件读写权限;\n4. 重启数据服务;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
195,PROC_DATA_BAT_001,50194,流程异常/数据,数据模组-批次数据不完整,Data: Batch Data Incomplete,2,1. 检查MES下发的批次数据;\n2. 确认所有必填字段已填充;\n3. 重新请求批次数据;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
196,PROC_DATA_MES_002,50195,流程异常/数据,数据模组-MES批次信息更新失败,Data: MES Batch Update Failed,2,1. 检查工位标识是否合法;\n2. 确认MES数据格式正确;\n3. 重新尝试切换批次;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
197,PROC_DATA_CODE_001,50196,流程异常/数据,数据模组-条码校验失败,Data: Barcode Verify Failed,2,1. 检查扫码枪读取结果;\n2. 确认条码格式与配方规则匹配;\n3. 核对MES下发的客户批次名单;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
198,PROC_SECS_INIT_001,50197,流程异常/通讯,SECS/GEM模组-初始化失败,SECS/GEM: Init Failed,2,1. 检查通讯板卡连接;\n2. 确认IP地址配置;\n3. 检查端口占用情况;\n4. 重启通讯服务;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
199,PROC_SECS_PROT_001,50198,流程异常/通讯,SECS/GEM模组-协议处理失败,SECS/GEM: Protocol Proc Failed,2,1. 检查消息格式;\n2. 确认协议版本兼容性;\n3. 查看通讯日志;\n4. 重新建立连接;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
200,PROC_SECS_SEND_001,50199,流程异常/通讯,SECS/GEM模组-消息发送失败,SECS/GEM: Message Send Failed,2,1. 检查网络连接;\n2. 确认目标主机可达;\n3. 检查防火墙设置;\n4. 重试发送消息;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
201,PROC_SECS_RECV_001,50200,流程异常/通讯,SECS/GEM模组-消息接收超时,SECS/GEM: Message Receive Timeout,2,1. 检查主机响应状态;\n2. 确认消息处理逻辑;\n3. 调整超时时间;\n4. 重新发送请求;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
202,PROC_SECS_CONN_001,50201,流程异常/通讯,SECS/GEM模组-连接断开,SECS/GEM: Connection Lost,2,1. 检查物理连接;\n2. 确认主机状态;\n3. 自动重连或手动复位;,/PF.WorkStation.AutoOcr.UI;component/ModelImages/整机-成品.png,PF.WorkStation.AutoOcr/CostParam/AlarmCodesExtensions.cs
